date,contest_number,word,num_results,num_hard_mode,try_1,try_2,try_3,try_4,try_5,try_6,try_x,year,month,day,dayofweek,dayofweek_name,is_weekend,week_of_year,num_vowels,vowel_ratio,num_unique_letters,num_repeated_letters,has_repeated,avg_letter_freq,min_letter_freq,max_letter_freq,first_letter_freq,last_letter_freq,hard_mode_ratio,avg_tries,fail_rate,difficulty
2022-12-31,560,MANLY,20380,1899,0.0,2.0,17.0,37.0,29.0,12.0,2.0,2022,12,31,5,Saturday,1,52,1.0,0.2,5.0,0.0,0.0,4.6659999999999995,1.97,8.17,2.41,1.97,0.09317958783120707,4.34,2.0,Hard
2022-12-30,559,MOLAR,21204,1973,0.0,4.0,21.0,38.0,26.0,9.0,1.0,2022,12,30,4,Friday,0,52,2.0,0.4,5.0,0.0,0.0,5.622,2.41,8.17,2.41,5.99,0.09304848141860027,4.14,1.0,Medium
2022-12-29,558,HAVOC,20001,1919,0.0,2.0,16.0,38.0,30.0,12.0,2.0,2022,12,29,3,Thursday,0,52,2.0,0.4,5.0,0.0,0.0,5.106,0.98,8.17,6.09,2.78,0.09594520273986301,4.4,2.0,Hard
2022-12-28,557,IMPEL,20160,1937,0.0,3.0,21.0,40.0,25.0,9.0,1.0,2022,12,28,2,Wednesday,0,52,2.0,0.4,5.0,0.0,0.0,5.608,1.93,12.7,6.97,4.03,0.09608134920634921,4.15,1.0,Medium
2022-12-27,556,CONDO,20879,2012,0.0,2.0,17.0,35.0,29.0,14.0,3.0,2022,12,27,1,Tuesday,0,52,2.0,0.4,4.0,1.0,1.0,5.76,2.78,7.51,2.78,7.51,0.09636476842760669,4.45,3.0,Hard
2022-12-26,555,JUDGE,20011,2043,0.0,2.0,8.0,16.0,26.0,33.0,14.0,2022,12,26,0,Monday,0,52,2.0,0.4,5.0,0.0,0.0,4.3759999999999994,0.15,12.7,0.15,12.7,0.10209384838338914,5.18,14.0,Hard
2022-12-25,554,EXTRA,15554,1562,1.0,5.0,20.0,35.0,28.0,10.0,1.0,2022,12,25,6,Sunday,1,51,2.0,0.4,5.0,0.0,0.0,7.214,0.15,12.7,12.7,8.17,0.10042432814710042,4.18,1.0,Medium
2022-12-24,553,POISE,20281,1911,2.0,11.0,34.0,32.0,15.0,6.0,1.0,2022,12,24,5,Saturday,1,51,3.0,0.6,5.0,0.0,0.0,7.087999999999999,1.93,12.7,1.93,12.7,0.09422612297224003,3.72,1.0,Medium
2022-12-23,552,AORTA,21937,2112,0.0,7.0,26.0,35.0,20.0,10.0,3.0,2022,12,23,4,Friday,0,51,3.0,0.6,4.0,1.0,1.0,7.780000000000001,5.99,9.06,8.17,8.17,0.09627569859142089,4.13,3.0,Medium
2022-12-22,551,EXCEL,20490,2034,0.0,1.0,13.0,34.0,34.0,15.0,2.0,2022,12,22,3,Thursday,0,51,2.0,0.4,4.0,1.0,1.0,6.4719999999999995,0.15,12.7,12.7,4.03,0.0992679355783309,4.51,2.0,Hard
2022-12-21,550,LUNAR,22180,2036,0.0,5.0,32.0,40.0,17.0,4.0,0.0,2022,12,21,2,Wednesday,0,51,2.0,0.4,5.0,0.0,0.0,5.540000000000001,2.76,8.17,4.03,5.99,0.09179440937781785,3.75,0.0,Medium
2022-12-20,549,THIRD,24137,2261,1.0,10.0,47.0,32.0,9.0,2.0,0.0,2022,12,20,1,Tuesday,0,51,1.0,0.2,5.0,0.0,0.0,6.4719999999999995,4.25,9.06,9.06,4.25,0.09367361312507769,3.47,0.0,Easy
2022-12-19,548,SLATE,26010,2422,6.0,14.0,33.0,27.0,13.0,5.0,1.0,2022,12,19,0,Monday,0,51,2.0,0.4,5.0,0.0,0.0,8.058000000000002,4.03,12.7,6.33,12.7,0.09311803152633602,3.43,1.0,Easy
2022-12-18,547,TAPER,22166,2108,0.0,8.0,28.0,30.0,20.0,11.0,3.0,2022,12,18,6,Sunday,1,50,2.0,0.4,5.0,0.0,0.0,7.57,1.93,12.7,9.06,5.99,0.09510060452945954,4.07,3.0,Medium
2022-12-17,546,CHORD,22336,2088,0.0,7.0,39.0,38.0,13.0,3.0,0.0,2022,12,17,5,Saturday,1,50,1.0,0.2,5.0,0.0,0.0,5.324,2.78,7.51,2.78,4.25,0.09348137535816618,3.66,0.0,Easy
2022-12-16,545,RPROBE,22853,2160,0.0,6.0,24.0,32.0,24.0,11.0,3.0,2022,12,16,4,Friday,0,50,2.0,0.3333333333333333,5.0,1.0,1.0,5.935,1.49,12.7,5.99,12.7,0.09451713123003544,4.19,3.0,Medium
2022-12-15,544,RIVAL,22176,2127,0.0,7.0,27.0,35.0,22.0,8.0,1.0,2022,12,15,3,Thursday,0,50,2.0,0.4,5.0,0.0,0.0,5.228,0.98,8.17,5.99,4.03,0.09591450216450216,4.0,1.0,Medium
2022-12-14,543,USUAL,20824,2048,0.0,3.0,20.0,39.0,27.0,10.0,1.0,2022,12,14,2,Wednesday,0,50,3.0,0.6,4.0,1.0,1.0,4.8100000000000005,2.76,8.17,2.76,4.03,0.09834805993084902,4.24,1.0,Hard
2022-12-13,542,SPOKE,24101,2224,0.0,6.0,31.0,38.0,19.0,5.0,0.0,2022,12,13,1,Tuesday,0,50,2.0,0.4,5.0,0.0,0.0,5.848,0.77,12.7,6.33,12.7,0.09227832870005394,3.82,0.0,Medium
2022-12-12,541,APPLY,22873,2150,0.0,5.0,28.0,38.0,22.0,7.0,1.0,2022,12,12,0,Monday,0,50,1.0,0.2,4.0,1.0,1.0,3.6059999999999994,1.93,8.17,8.17,1.97,0.09399728938049229,4.05,1.0,Medium
2022-12-11,540,NAÏVE,21947,2075,1.0,7.0,24.0,32.0,24.0,11.0,1.0,2022,12,11,6,Sunday,1,49,2.0,0.4,5.0,0.0,0.0,5.720000000000001,0.0,12.7,6.75,12.7,0.0945459516106985,4.08,1.0,Medium
2022-12-10,539,KNOCK,21157,2041,0.0,3.0,18.0,43.0,27.0,8.0,1.0,2022,12,10,5,Saturday,1,49,1.0,0.2,4.0,1.0,1.0,3.7159999999999997,0.77,7.51,0.77,0.77,0.09646925367490665,4.22,1.0,Hard
2022-12-09,538,BRAID,23640,2165,0.0,10.0,36.0,35.0,14.0,3.0,0.0,2022,12,9,4,Friday,0,49,2.0,0.4,5.0,0.0,0.0,5.3740000000000006,1.49,8.17,1.49,4.25,0.09158206429780034,3.56,0.0,Easy
2022-12-08,537,INFER,21199,1863,0.0,3.0,19.0,33.0,26.0,14.0,3.0,2022,12,8,3,Thursday,0,49,2.0,0.4,5.0,0.0,0.0,6.928,2.23,12.7,6.97,5.99,0.08788150384452097,4.3,3.0,Hard
2022-12-07,536,JOUST,24899,2388,0.0,6.0,29.0,34.0,21.0,8.0,2.0,2022,12,7,2,Wednesday,0,49,2.0,0.4,5.0,0.0,0.0,5.162000000000001,0.15,9.06,0.15,9.06,0.09590746616329973,4.02,2.0,Medium
2022-12-06,535,AMBER,23509,2261,0.0,6.0,22.0,33.0,24.0,12.0,3.0,2022,12,6,1,Tuesday,0,49,2.0,0.4,5.0,0.0,0.0,6.151999999999999,1.49,12.7,8.17,5.99,0.09617593262154919,4.23,3.0,Hard
2022-12-05,534,WOKEN,23153,2200,0.0,2.0,10.0,25.0,36.0,23.0,4.0,2022,12,5,0,Monday,0,49,2.0,0.4,5.0,0.0,0.0,6.017999999999999,0.77,12.7,2.36,6.75,0.09502008379043753,4.8,4.0,Hard
2022-12-04,533,ADORE,25577,2398,2.0,17.0,32.0,29.0,15.0,5.0,1.0,2022,12,4,6,Sunday,1,48,3.0,0.6,5.0,0.0,0.0,7.724000000000001,4.25,12.7,8.17,12.7,0.09375610900418345,3.6,1.0,Easy
2022-12-03,532,TORSO,23873,2260,0.0,4.0,35.0,36.0,17.0,6.0,1.0,2022,12,3,5,Saturday,1,48,2.0,0.4,4.0,1.0,1.0,7.279999999999999,5.99,9.06,9.06,7.51,0.09466761613538306,3.85,1.0,Medium
2022-12-02,531,CHAFE,24646,2343,0.0,6.0,30.0,33.0,19.0,9.0,2.0,2022,12,2,4,Friday,0,48,2.0,0.4,5.0,0.0,0.0,6.394,2.23,12.7,2.78,12.7,0.09506613649273715,3.97,2.0,Medium
2022-12-01,530,EJECT,22628,2200,0.0,2.0,11.0,35.0,36.0,14.0,2.0,2022,12,1,3,Thursday,0,48,2.0,0.4,4.0,1.0,1.0,7.478,0.15,12.7,12.7,9.06,0.0972246773908432,4.55,2.0,Hard
2022-11-30,529,STUDY,2569,2405,0.0,6.0,30.0,33.0,19.0,10.0,2.0,2022,11,30,2,Wednesday,0,48,1.0,0.2,5.0,0.0,0.0,4.874,1.97,9.06,6.33,1.97,0.9361619307123394,4.03,2.0,Medium
2022-11-29,528,UNDUE,23739,2316,0.0,3.0,19.0,35.0,29.0,13.0,2.0,2022,11,29,1,Tuesday,0,48,3.0,0.6,4.0,1.0,1.0,5.843999999999999,2.76,12.7,2.76,12.7,0.0975609756097561,4.4,2.0,Hard
2022-11-28,527,TEPID,26051,2484,0.0,10.0,38.0,35.0,13.0,3.0,0.0,2022,11,28,0,Monday,0,48,2.0,0.4,5.0,0.0,0.0,6.981999999999999,1.93,12.7,9.06,4.25,0.09535142604890408,3.57,0.0,Easy
2022-11-27,526,HAPPY,25206,2356,0.0,6.0,28.0,39.0,19.0,6.0,1.0,2022,11,27,6,Sunday,1,47,1.0,0.2,4.0,1.0,1.0,4.018,1.93,8.17,6.09,1.97,0.09346980877568833,3.9,1.0,Medium
2022-11-26,525,CLEN,26381,2424,1.0,17.0,36.0,31.0,12.0,3.0,0.0,2022,11,26,5,Saturday,1,47,1.0,0.25,4.0,0.0,0.0,6.5649999999999995,2.78,12.7,2.78,6.75,0.09188431067813957,3.45,0.0,Easy
2022-11-25,524,ITCHY,24197,2329,0.0,8.0,28.0,40.0,18.0,5.0,1.0,2022,11,25,4,Friday,0,47,1.0,0.2,5.0,0.0,0.0,5.3740000000000006,1.97,9.06,6.97,1.97,0.09625160143819482,3.87,1.0,Medium
2022-11-24,523,FEAST,27705,2725,5.0,13.0,25.0,27.0,19.0,10.0,2.0,2022,11,24,3,Thursday,0,47,2.0,0.4,5.0,0.0,0.0,7.698,2.23,12.7,2.23,9.06,0.09835769716657643,3.83,2.0,Medium
2022-11-23,522,DRIVE,26663,2451,1.0,12.0,32.0,30.0,18.0,6.0,1.0,2022,11,23,2,Wednesday,0,47,2.0,0.4,5.0,0.0,0.0,6.178,0.98,12.7,4.25,12.7,0.09192513970670967,3.74,1.0,Medium
2022-11-22,521,PRIME,27437,2534,1.0,10.0,26.0,32.0,21.0,9.0,1.0,2022,11,22,1,Tuesday,0,47,2.0,0.4,5.0,0.0,0.0,6.0,1.93,12.7,1.93,12.7,0.09235703611910923,3.93,1.0,Medium
2022-11-21,520,AXIOM,24288,2382,0.0,5.0,19.0,33.0,27.0,13.0,3.0,2022,11,21,0,Monday,0,47,3.0,0.6,5.0,0.0,0.0,5.042,0.15,8.17,8.17,2.41,0.09807312252964427,4.33,3.0,Hard
2022-11-20,519,BRAVE,24991,2396,1.0,6.0,17.0,27.0,27.0,18.0,5.0,2022,11,20,6,Sunday,1,46,2.0,0.4,5.0,0.0,0.0,5.866,0.98,12.7,1.49,12.7,0.09587451482533713,4.5,5.0,Hard
2022-11-19,518,AVERT,24749,2400,0.0,7.0,26.0,35.0,22.0,9.0,1.0,2022,11,19,5,Saturday,1,46,2.0,0.4,5.0,0.0,0.0,7.380000000000001,0.98,12.7,8.17,9.06,0.09697361509555942,4.03,1.0,Medium
2022-11-18,517,GLYPH,29208,2899,0.0,2.0,23.0,49.0,20.0,5.0,1.0,2022,11,18,4,Friday,0,46,0.0,0.0,5.0,0.0,0.0,3.2079999999999997,1.93,6.09,2.02,6.09,0.09925362914270063,4.06,1.0,Medium
2022-11-17,516,THERE,27465,2530,0.0,14.0,35.0,33.0,14.0,4.0,0.0,2022,11,17,3,Thursday,0,46,2.0,0.4,4.0,1.0,1.0,9.308000000000002,5.99,12.7,9.06,12.7,0.09211724012379392,3.59,0.0,Easy
2022-11-16,515,BAKER,25576,2541,0.0,5.0,16.0,23.0,24.0,22.0,10.0,2022,11,16,2,Wednesday,0,46,2.0,0.4,5.0,0.0,0.0,5.824,0.77,12.7,1.49,5.99,0.09935095401939319,4.72,10.0,Hard
2022-11-15,514,SNARL,27475,2650,0.0,5.0,21.0,31.0,24.0,15.0,4.0,2022,11,15,1,Tuesday,0,46,1.0,0.2,5.0,0.0,0.0,6.2540000000000004,4.03,8.17,6.33,4.03,0.09645131938125569,4.35,4.0,Hard
2022-11-14,513,MAPLE,26536,2467,1.0,6.0,26.0,36.0,21.0,8.0,1.0,2022,11,14,0,Monday,0,46,2.0,0.4,5.0,0.0,0.0,5.848,1.93,12.7,2.41,12.7,0.09296804341272234,3.95,1.0,Medium
2022-11-13,512,INANE,25085,2515,0.0,8.0,25.0,30.0,21.0,13.0,3.0,2022,11,13,6,Sunday,1,45,3.0,0.6,4.0,1.0,1.0,8.268,6.75,12.7,6.97,12.7,0.10025911899541559,4.15,3.0,Medium
2022-11-12,511,VALET,24660,2356,0.0,4.0,22.0,38.0,25.0,9.0,1.0,2022,11,12,5,Saturday,1,45,2.0,0.4,5.0,0.0,0.0,6.9879999999999995,0.98,12.7,0.98,9.06,0.09553933495539335,4.12,1.0,Medium
2022-11-11,510,MEDAL,25993,2438,0.0,5.0,25.0,38.0,23.0,8.0,1.0,2022,11,11,4,Friday,0,45,2.0,0.4,5.0,0.0,0.0,6.312,2.41,12.7,2.41,4.03,0.09379448313007348,4.07,1.0,Medium
2022-11-10,509,UNITE,27467,2575,1.0,11.0,31.0,33.0,18.0,5.0,1.0,2022,11,10,3,Thursday,0,45,3.0,0.6,5.0,0.0,0.0,7.647999999999999,2.76,12.7,2.76,12.7,0.09374886227108895,3.75,1.0,Medium
2022-11-09,508,RAINY,28984,2678,1.0,16.0,38.0,31.0,11.0,3.0,1.0,2022,11,9,2,Wednesday,0,45,2.0,0.4,5.0,0.0,0.0,5.97,1.97,8.17,5.99,1.97,0.09239580458183826,3.51,1.0,Easy
2022-11-08,507,SPELL,27213,2531,0.0,4.0,24.0,37.0,24.0,9.0,1.0,2022,11,8,1,Tuesday,0,45,1.0,0.2,4.0,1.0,1.0,5.804,1.93,12.7,6.33,4.03,0.09300701870429574,4.09,1.0,Medium
2022-11-07,506,BEGIN,26096,2439,0.0,6.0,26.0,36.0,23.0,7.0,1.0,2022,11,7,0,Monday,0,45,2.0,0.4,5.0,0.0,0.0,5.986,1.49,12.7,1.49,6.75,0.09346259963212752,3.98,1.0,Medium
2022-11-06,505,STALE,31068,3013,2.0,19.0,30.0,27.0,15.0,6.0,2.0,2022,11,6,6,Sunday,1,44,2.0,0.4,5.0,0.0,0.0,8.058000000000002,4.03,12.7,6.33,12.7,0.09698081627397966,3.63,2.0,Easy
2022-11-05,504,DREAM,29743,2751,5.0,14.0,31.0,29.0,15.0,4.0,1.0,2022,11,5,5,Saturday,1,44,2.0,0.4,5.0,0.0,0.0,6.703999999999999,2.41,12.7,4.25,2.41,0.09249235114144505,3.48,1.0,Easy
2022-11-04,503,PHOTO,27330,2565,0.0,5.0,34.0,43.0,15.0,3.0,0.0,2022,11,4,4,Friday,0,44,2.0,0.4,4.0,1.0,1.0,6.42,1.93,9.06,1.93,7.51,0.0938529088913282,3.77,0.0,Medium
2022-11-03,502,ALOUD,29554,2819,1.0,18.0,31.0,30.0,15.0,4.0,1.0,2022,11,3,3,Thursday,0,44,3.0,0.6,5.0,0.0,0.0,5.343999999999999,2.76,8.17,8.17,4.25,0.09538471949651485,3.56,1.0,Easy
2022-11-02,501,INEPT,27670,2640,0.0,6.0,30.0,39.0,20.0,6.0,1.0,2022,11,2,2,Wednesday,0,44,2.0,0.4,5.0,0.0,0.0,7.481999999999999,1.93,12.7,6.97,9.06,0.09541019154318757,4.01,1.0,Medium
2022-11-01,500,PINEY,27502,3667,0.0,1.0,14.0,37.0,33.0,14.0,2.0,2022,11,1,1,Tuesday,0,44,2.0,0.4,5.0,0.0,0.0,6.064,1.93,12.7,1.93,1.97,0.13333575739946185,4.55,2.0,Hard
2022-10-31,499,APTLY,26498,2572,0.0,3.0,26.0,41.0,23.0,7.0,1.0,2022,10,31,0,Monday,0,44,1.0,0.2,5.0,0.0,0.0,5.032,1.93,9.06,8.17,1.97,0.09706392935315873,4.12,1.0,Medium
2022-10-30,498,WALTZ,24672,2496,0.0,2.0,11.0,29.0,35.0,19.0,3.0,2022,10,30,6,Sunday,1,43,1.0,0.2,5.0,0.0,0.0,4.7379999999999995,0.07,9.06,2.36,0.07,0.10116731517509728,4.63,3.0,Hard
2022-10-29,497,LIBEL,25156,2536,0.0,3.0,15.0,32.0,32.0,16.0,2.0,2022,10,29,5,Saturday,1,43,2.0,0.4,4.0,1.0,1.0,5.843999999999999,1.49,12.7,4.03,4.03,0.10081093973604707,4.49,2.0,Hard
2022-10-28,496,SNEAK,27905,2636,0.0,7.0,28.0,36.0,21.0,7.0,1.0,2022,10,28,4,Friday,0,43,2.0,0.4,5.0,0.0,0.0,6.944000000000001,0.77,12.7,6.33,0.77,0.094463357821179,3.96,1.0,Medium
2022-10-27,495,CARRY,27609,2615,0.0,4.0,22.0,35.0,24.0,12.0,3.0,2022,10,27,3,Thursday,0,43,1.0,0.2,4.0,1.0,1.0,4.9799999999999995,1.97,8.17,2.78,1.97,0.09471549132529247,4.27,3.0,Hard
2022-10-26,494,FLOUT,30063,2904,0.0,6.0,28.0,37.0,21.0,7.0,1.0,2022,10,26,2,Wednesday,0,43,2.0,0.4,5.0,0.0,0.0,5.118,2.23,9.06,2.23,9.06,0.09659714599341383,3.98,1.0,Medium
2022-10-25,493,FOGGY,28953,2817,0.0,2.0,13.0,35.0,32.0,15.0,3.0,2022,10,25,1,Tuesday,0,43,1.0,0.2,4.0,1.0,1.0,3.15,1.97,7.51,2.23,1.97,0.09729561703450419,4.54,3.0,Hard
2022-10-24,492,FAULT,28947,2768,0.0,7.0,27.0,35.0,22.0,8.0,1.0,2022,10,24,0,Monday,0,43,2.0,0.4,5.0,0.0,0.0,5.25,2.23,9.06,2.23,9.06,0.09562303520226621,4.0,1.0,Medium
2022-10-23,491,MUMMY,29279,3021,0.0,1.0,4.0,14.0,27.0,37.0,18.0,2022,10,23,6,Sunday,1,42,1.0,0.2,3.0,2.0,1.0,2.3920000000000003,1.97,2.76,2.41,1.97,0.10317975340687865,5.53,18.0,Hard
2022-10-22,490,SPIEL,29084,2810,0.0,7.0,32.0,36.0,19.0,6.0,1.0,2022,10,22,5,Saturday,1,42,2.0,0.4,5.0,0.0,0.0,6.392,1.93,12.7,6.33,4.03,0.09661669646541053,3.92,1.0,Medium
2022-10-21,489,GROVE,28637,2794,0.0,4.0,18.0,30.0,28.0,17.0,3.0,2022,10,21,4,Friday,0,42,2.0,0.4,5.0,0.0,0.0,5.84,0.98,12.7,2.02,12.7,0.09756608583301324,4.45,3.0,Hard
2022-10-20,488,DENIM,28741,2769,0.0,5.0,29.0,40.0,20.0,5.0,0.0,2022,10,20,3,Thursday,0,42,2.0,0.4,5.0,0.0,0.0,6.616,2.41,12.7,4.25,2.41,0.09634320308966285,3.87,0.0,Medium
2022-10-19,487,QUIRK,28322,2794,0.0,3.0,23.0,39.0,24.0,9.0,2.0,2022,10,19,2,Wednesday,0,42,2.0,0.4,5.0,0.0,0.0,3.318,0.1,6.97,0.1,0.77,0.09865122519596074,4.19,2.0,Medium
2022-10-18,486,EXIST,28612,2805,0.0,5.0,24.0,38.0,23.0,8.0,1.0,2022,10,18,1,Tuesday,0,42,2.0,0.4,5.0,0.0,0.0,7.042,0.15,12.7,12.7,9.06,0.0980357891793653,4.04,1.0,Medium
2022-10-17,485,STEIN,31269,2965,1.0,12.0,34.0,32.0,16.0,5.0,1.0,2022,10,17,0,Monday,0,42,2.0,0.4,5.0,0.0,0.0,8.362,6.33,12.7,6.33,6.75,0.09482234801240845,3.72,1.0,Medium
2022-10-16,484,SPADE,30459,2854,1.0,8.0,29.0,36.0,19.0,6.0,1.0,2022,10,16,6,Sunday,1,41,2.0,0.4,5.0,0.0,0.0,6.675999999999999,1.93,12.7,6.33,12.7,0.0936997275025444,3.86,1.0,Medium
2022-10-15,483,CATCH,30403,3123,0.0,7.0,18.0,20.0,15.0,16.0,23.0,2022,10,15,5,Saturday,1,41,1.0,0.2,4.0,1.0,1.0,5.776,2.78,9.06,2.78,6.09,0.10272012630332533,4.8,23.0,Hard
2022-10-14,482,FLOOR,28906,2752,0.0,3.0,23.0,44.0,24.0,6.0,0.0,2022,10,14,4,Friday,0,41,2.0,0.4,4.0,1.0,1.0,5.454000000000001,2.23,7.51,2.23,5.99,0.0952051477201965,4.07,0.0,Medium
2022-10-13,481,EQUAL,27197,2677,0.0,5.0,23.0,35.0,25.0,11.0,2.0,2022,10,13,3,Thursday,0,41,3.0,0.6,5.0,0.0,0.0,5.552,0.1,12.7,12.7,4.03,0.0984299738941795,4.24,2.0,Hard
2022-10-12,480,IONIC,29151,2947,0.0,2.0,13.0,25.0,28.0,21.0,11.0,2022,10,12,2,Wednesday,0,41,3.0,0.6,4.0,1.0,1.0,6.196,2.78,7.51,6.97,2.78,0.10109430208226133,4.86,11.0,Hard
2022-10-11,479,VALID,28575,2752,0.0,4.0,28.0,38.0,21.0,8.0,1.0,2022,10,11,1,Tuesday,0,41,2.0,0.4,5.0,0.0,0.0,4.88,0.98,8.17,0.98,4.25,0.0963079615048119,4.04,1.0,Medium
2022-10-10,478,ENJOY,26878,2654,0.0,3.0,12.0,29.0,33.0,20.0,3.0,2022,10,10,0,Monday,0,41,2.0,0.4,5.0,0.0,0.0,5.816,0.15,12.7,12.7,1.97,0.09874246595728849,4.64,3.0,Hard
2022-10-09,477,HOWDY,28408,2668,0.0,2.0,13.0,32.0,32.0,17.0,4.0,2022,10,9,6,Sunday,1,40,1.0,0.2,5.0,0.0,0.0,4.436,1.97,7.51,6.09,1.97,0.09391720642072655,4.61,4.0,Hard
2022-10-08,476,VIGOR,26905,2642,0.0,2.0,15.0,35.0,31.0,14.0,2.0,2022,10,8,5,Saturday,1,40,2.0,0.4,5.0,0.0,0.0,4.694,0.98,7.51,0.98,5.99,0.09819736108530012,4.42,2.0,Hard
2022-10-07,475,DANDY,29026,2840,0.0,2.0,11.0,23.0,29.0,24.0,11.0,2022,10,7,4,Friday,0,40,1.0,0.2,4.0,1.0,1.0,5.078,1.97,8.17,4.25,1.97,0.09784331289189004,4.95,11.0,Hard
2022-10-06,474,SLOTH,32522,2987,1.0,10.0,38.0,34.0,13.0,3.0,0.0,2022,10,6,3,Thursday,0,40,1.0,0.2,5.0,0.0,0.0,6.603999999999999,4.03,9.06,6.33,6.09,0.09184551995572228,3.54,0.0,Easy
