season,celebrity_name,pro_name,industry,judge_score_pct_mean,n_weeks_active,fan_vote_index_mean,fan_vote_index_sd_mean,n_weeks_q1
1,Evander Holyfield,Edyta Sliwinska,Athlete,0.13449386781723474,3,-2.2528812744900857,0.7394166442138825,3
1,Joey McIntyre,Ashly DelGrosso,Singer/Rapper,0.2180395219563426,5,-1.4958759819385592,0.5882149530849687,5
1,John O'Hurley,Charlotte Jorgensen,Actor/Actress,0.2863856822050214,6,-1.2825841210099933,0.5653737878936006,6
1,Kelly Monaco,Alec Mazo,Actor/Actress,0.2611647983660485,6,-1.2672118235691026,0.5658285056030778,6
1,Rachel Hunter,Jonathan Roberts,Model,0.22471387381820843,4,-2.1398966456622066,0.6229369434075974,4
1,Trista Sutter,Louis van Amstel,TV Personality,0.16108120403366438,2,-2.7212502575118878,0.9073901305644178,2
2,Drew Lachey,Cheryl Burke,Singer/Rapper,0.20018704680181554,8,-1.9208386803085118,0.46609539700250757,8
2,George Hamilton,Edyta Sliwinska,Actor/Actress,0.1313284889616562,6,-2.3607901836550327,0.486596069314571,6
2,Giselle Fernandez,Jonathan Roberts,News Anchor,0.11960927960927957,3,-2.86550076979973,0.6987817060449893,3
2,Jerry Rice,Anna Trebunskaya,Athlete,0.16517795223782084,8,-1.8064492409532613,0.42383231910830704,8
2,Kenny Mayne,Andrea Hale,Sports Broadcaster,0.0666666666666666,1,-3.566536887532375,1.170054456519498,1
2,Lisa Rinna,Louis van Amstel,Actor/Actress,0.16110426444239367,7,-2.2709854911749963,0.4511361750151891,7
2,Master P,Ashly DelGrosso,Singer/Rapper,0.06727361246348584,4,-2.5274818196086426,0.5817556724641298,4
2,Stacy Keibler,Tony Dovolani,Athlete,0.20056213646976576,8,-1.8805475799791325,0.42852877287629204,8
2,Tatum O'Neal,Nick Kosovich,Actor/Actress,0.10147435897435896,2,-3.079690806569226,0.8500348318936649,2
2,Tia Carrere,Maksim Chmerkoskiy,Actor/Actress,0.13186889155218434,5,-2.528874954335381,0.5258975627760838,5
3,Emmitt Smith,Cheryl Burke,Athlete,0.20837414780431013,10,-1.7364280526229536,0.42335938433881204,10
3,Harry Hamlin,Ashly DelGrosso,Actor/Actress,0.09259107343602828,3,-2.9598190367870383,0.6891700680814172,3
3,Jerry Springer,Kym Johnson,TV Personality,0.11802145836763005,7,-2.350392206029663,0.44190282688548904,7
3,Joey Lawrence,Edyta Sliwinska,Actor/Actress,0.17793884820314096,9,-1.959570733567227,0.4140797699041858,9
3,Mario Lopez,Karina Smirnoff,Actor/Actress,0.21553587339218602,10,-1.7219794385356337,0.4192494246961641,10
3,Monique Coleman,Louis van Amstel,Actor/Actress,0.15518985182521075,8,-2.2972365184513364,0.43826435954600707,8
3,Sara Evans,Tony Dovolani,Singer/Rapper,0.10328775955201923,5,-2.672114399839853,0.5250042477295838,5
3,Shanna Moakler,Jesse DeSoto,Model,0.0902789171452009,2,-3.1669852507640037,0.9039261802578472,2
3,Tucker Carlson,Elena Grinenko,TV Personality,0.0566037735849056,1,-3.693260311840101,1.1901966022824089,1
3,Vivica A. Fox,Nick Kosovich,Actor/Actress,0.1149420787033584,4,-2.875013800102731,0.6059674828938892,4
3,Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,0.12012783805494971,5,-2.662916976976951,0.5236072289330378,5
4,Apolo Anton Ohno,Julianne Hough,Athlete,0.178011794399143,10,-2.0558602979824596,0.3972262676556066,10
4,Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,0.10627122028678884,8,-2.4463408664238138,0.4198743141974532,8
4,Clyde Drexler,Elena Grinenko,Athlete,0.07546895817305124,5,-2.755688251935035,0.5339713374174007,5
4,Heather Mills,Jonathan Roberts,Model,0.11184908310227037,6,-2.701458403949429,0.5143817035274868,6
4,Ian Ziering,Cheryl Burke,Actor/Actress,0.14582436905010476,9,-2.3467978390183326,0.40158313205569557,9
4,Joey Fatone,Kym Johnson,Singer/Rapper,0.1768065828621398,10,-2.104044254956178,0.4032689258943839,10
4,John Ratzenberger,Edyta Sliwinska,Actor/Actress,0.10055152917957648,7,-2.587482877145719,0.4571855534066202,7
4,Laila Ali,Maksim Chmerkoskiy,Athlete,0.17359518273537347,10,-2.0612633629114456,0.40464306964201924,10
4,Leeza Gibbons,Tony Dovolani,TV Personality,0.0882080222824809,4,-2.998371091828351,0.6490412205224344,4
4,Paulina Porizkova,Alec Mazo,Model,0.08897364771151176,2,-3.296267046759538,0.860806145560631,2
4,Shandi Finnessey,Brian Fortuna,Beauty Pagent,0.09006531266644001,3,-3.0763179655996136,0.6721898423537586,3
5,Albert Reed,Anna Trebunskaya,Model,0.08497367818722815,2,-3.397801096857915,0.9189260927375484,2
5,Cameron Mathison,Edyta Sliwinska,Actor/Actress,0.12606079060930925,8,-2.4863516714050746,0.4412415905419902,8
5,Floyd Mayweather Jr. ,Karina Smirnoff,Athlete,0.08610772792517313,4,-2.9336374410737958,0.622547346048707,4
5,Helio Castroneves,Julianne Hough,Racing Driver,0.16904060282997008,10,-2.0731772206984984,0.3953117873249626,10
5,Jane Seymour,Tony Dovolani,Actor/Actress,0.11697631847770029,7,-2.6561961980509734,0.4901404583057229,7
5,Jennie Garth,Derek Hough,Actor/Actress,0.1419550927241508,9,-2.398930662828862,0.4134038934621961,9
5,Josie Maran,Alec Mazo,Model,0.0622568093385214,1,-3.900650382262338,1.3463996617005691,1
5,Marie Osmond,Jonathan Roberts,Singer/Rapper,0.1517967048487998,10,-2.0275132798118998,0.3823912673767096,10
5,Mark Cuban,Kym Johnson,TV Personality,0.08811381098677981,5,-2.7533575865427085,0.5419217876582567,5
5,Mel B,Maksim Chmerkoskiy,Singer/Rapper,0.17260581647909704,10,-2.0214017211407698,0.37915990553631396,10
5,Sabrina Bryan,Mark Ballas,Actor/Actress,0.12186320977218612,6,-2.790390015469704,0.5131592450733137,6
5,Wayne Newton,Cheryl Burke,Singer/Rapper,0.07075632623496947,3,-3.077365882660287,0.7612808531744509,3
6,Adam Carolla,Julianne Hough,Radio Personality,0.07805201593839038,4,-2.961334523172548,0.6518802465378913,4
6,Cristian de la Fuente,Cheryl Burke,Actor/Actress,0.158138060411869,10,-2.0449233281147867,0.4088994198892709,10
6,Jason Taylor,Edyta Sliwinska,Athlete,0.16564760507522,10,-2.0752370942413636,0.39826409456882594,10
6,Kristi Yamaguchi,Mark Ballas,Athlete,0.17729755545368892,10,-2.0918549591701696,0.40288381100020815,10
6,Mario,Karina Smirnoff,Singer/Rapper,0.1319457188804115,8,-2.55417680906295,0.4441137738499083,8
6,Marissa Jaret Winokur,Tony Dovolani,Actor/Actress,0.13384376710864554,9,-2.3699647481664274,0.40616509444287874,9
6,Marlee Matlin,Fabian Sanchez,Actor/Actress,0.10193394798034365,6,-2.7277121488077167,0.4900646133327767,6
6,Monica Seles,Jonathan Roberts,Athlete,0.060047076908296054,2,-3.3153987877987365,0.9061287719800253,2
6,Penn Jillette,Kym Johnson,Magician,0.0659957406606779,2,-3.271098976078436,0.8457452942442473,2
6,Priscilla Presley,Louis van Amstel,Actor/Actress,0.09988664339910154,5,-2.8504637008565665,0.5262046610496157,5
6,Shannon Elizabeth,Derek Hough,Actor/Actress,0.11789162646164955,7,-2.625948746262636,0.45176451193529193,7
6,Steve Guttenberg,Anna Trebunskaya,Actor/Actress,0.07614538219016337,3,-3.0913199168112637,0.6959825341206903,3
7,Brooke Burke,Derek Hough,TV Personality,0.18023099694907904,10,-2.0724894333020636,0.40990527754436323,10
7,Cloris Leachman,Corky Ballas,Actor/Actress,0.08693067810641604,6,-2.6923264596601935,0.5114770961517083,6
7,Cody Linley,Julianne Hough,Actor/Actress,0.13881006495904347,9,-2.35958090828152,0.4136820250430959,9
7,Jeffrey Ross,Edyta Sliwinska,Comedian,0.0476190476190476,1,-3.799127918917183,1.212424849969055,1
7,Kim Kardashian,Mark Ballas,TV Personality,0.07516788766788765,2,-3.2634483992932797,0.8625103337241354,2
7,Lance Bass,Lacey Schwimmer,Singer/Rapper,0.16641470470197925,10,-2.0150310012560415,0.38609040498346886,10
7,Maurice Greene,Cheryl Burke,Athlete,0.12631173067660206,8,-2.4841647141536245,0.4294153336997637,8
7,Misty May-Treanor,Maksim Chmerkoskiy,Athlete,0.0891779788838612,2,-3.308326074985242,0.8698348961002628,2
7,Rocco DiSpirito,Karina Smirnoff,TV Personality,0.08275377444785585,4,-2.8609100275066766,0.614223167375751,4
7,Susan Lucci,Tony Dovolani,Actor/Actress,0.11600362585231792,7,-2.5850152747996993,0.4635458956517226,7
7,Ted McGinley,Inna Brayer,Actor/Actress,0.0734126984126984,1,-3.66733877683156,1.1423794401779188,1
7,Toni Braxton,Alec Mazo,Singer/Rapper,0.10502115467036414,5,-2.8250415985390913,0.5480436900278829,5
7,Warren Sapp,Kym Johnson,Athlete,0.16343047535619973,10,-2.0454152873782987,0.37937960593293674,10
8,Belinda Carlisle,Jonathan Roberts,Singer/Rapper,0.0689416880192561,2,-3.427973739098107,0.8675203853744229,2
8,Chuck Wicks,Julianne Hough,Singer/Rapper,0.11052867589864032,8,-2.749862797133178,0.4510354584244309,8
8,David Alan Grier,Kym Johnson,Actor/Actress,0.08649988569102449,5,-3.011051750392523,0.5490083120261781,5
8,Denise Richards,Maksim Chmerkoskiy,Actor/Actress,0.07210382769239794,3,-3.22507393425648,0.7641991879858172,3
8,Gilles Marini,Cheryl Burke,Actor/Actress,0.16805193319526646,11,-2.204277063954987,0.37380039534397747,11
8,Holly Madison,Dmitry Chaplin,TV Personality,0.0687608596783918,4,-3.1363919810603487,0.6210723042388377,4
8,Lawrence Taylor,Edyta Sliwinska,Athlete,0.08963859345744253,7,-2.781522375168816,0.4720109095608392,7
8,Lil' Kim,Derek Hough,Singer/Rapper,0.13051729839671675,9,-2.609698630504624,0.41026250664376396,9
8,Melissa Rycroft,Tony Dovolani,TV Personality,0.16183834428096242,11,-2.1722681919360416,0.38357028476205923,11
8,Shawn Johnson,Mark Ballas,Athlete,0.16247556953709433,11,-2.1516986485613185,0.3758669724058553,11
8,Steve Wozniak,Karina Smirnoff,Entrepreneur,0.05165143534567977,4,-3.0479966974217696,0.6361428954000125,4
8,Steve-O,Lacey Schwimmer,TV Personality,0.06926056944851945,6,-2.8491438375715017,0.49996068047936554,6
8,Ty Murray,Chelsie Hightower,Athlete,0.12137135515335391,10,-2.4425829317757963,0.38691023175807715,10
9,Aaron Carter,Karina Smirnoff,Singer/Rapper,0.11179539919125137,8,-2.7596897078958698,0.42690341467233084,8
9,Ashley Hamiliton,Edyta Sliwinska,Actor/Actress,0.0467979676767199,1,-3.9272437134807743,1.1652296373588236,1
9,Chuck Liddell,Anna Trebunskaya,Athlete,0.06373816568932583,4,-3.190874440908093,0.6104003864000147,4
9,Debi Mazar,Maksim Chmerkoskiy,Actor/Actress,0.06383581665381373,3,-3.3607679717659558,0.7686030290404334,3
9,Donny Osmond,Kym Johnson,Singer/Rapper,0.15000757980423834,10,-2.1821282295663047,0.3864428342396945,10
9,Joanna Krupa,Derek Hough,Model,0.13269843738143736,9,-2.5831344958166675,0.4113259005270588,9
9,Kathy Ireland,Tony Dovolani,Model,0.055242760683243,2,-3.5475141058861697,0.8729501218294806,2
9,Kelly Osbourne,Louis van Amstel,TV Personality,0.1400940819894791,10,-2.234744271432249,0.38739490963554013,10
9,Louie Vito,Chelsie Hightower,Athlete,0.07633004465501095,6,-2.992158831310937,0.5097536573532385,6
9,Macy Gray,Jonathan Roberts,Singer/Rapper,0.0467979676767199,1,-3.96752001352233,1.305477360116634,1
9,Mark Dacascos,Lacey Schwimmer,Actor/Actress,0.09379370752241219,7,-2.8604652022798236,0.4539454896721013,7
9,Melissa Joan Hart,Mark Ballas,Actor/Actress,0.0834057039194666,6,-2.9354512891793143,0.49850423726522014,6
9,Michael Irvin,Anna Demidova,Athlete,0.07721422784684506,7,-2.8181028401523927,0.44882713848145,7
9,Mya,Dmitry Chaplin,Singer/Rapper,0.1606908945003098,10,-2.243112031848397,0.3822716598479639,10
9,Natalie Coughlin,Alec Mazo,Athlete,0.08575772847524668,5,-3.0939062033150018,0.5353303614788915,5
9,Tom DeLay,Cheryl Burke,Politician,0.0562083520834023,3,-3.343052269162381,0.7250068459144005,3
10,Aiden Turner,Edyta Sliwinska,Actor/Actress,0.08640123146038631,4,-2.8799019853181638,0.6197222788127426,4
10,Buzz Aldrin,Ashly DelGrosso,Astronaut,0.06185683644848793,3,-3.0990952625939925,0.7194525886824903,3
10,Chad Ochocinco,Cheryl Burke,Athlete,0.1337222805988633,9,-2.3761053942249952,0.40681952638367647,9
10,Erin Andrews,Maksim Chmerkoskiy,Sports Broadcaster,0.16611665531538986,10,-2.0524444554876715,0.39713606548308855,10
10,Evan Lysacek,Anna Trebunskaya,Athlete,0.1742085620374247,10,-2.0734503914520945,0.3914019147353677,10
10,Jake Pavelka,Chelsie Hightower,TV Personality,0.10750702443465608,6,-2.746492559655667,0.5059024062682731,6
10,Kate Gosselin,Tony Dovolani,TV Personality,0.07831740786108048,5,-2.7846498559570634,0.5371231072296496,5
10,Nicole Scherzinger,Derek Hough,Singer/Rapper,0.1850856566668425,10,-2.0667211566808925,0.4008937937332576,10
10,Niecy Nash,Louis van Amstel,Actor/Actress,0.11725332805427546,8,-2.4559236449482365,0.42854919966134397,8
10,Pamela Anderson,Damian Whitewood,Model,0.12278942800801976,7,-2.6522672767411497,0.49131611715288365,7
10,Shannen Doherty,Mark Ballas,Actor/Actress,0.08851674641148324,2,-3.298817253206093,0.908359106880733,2
11,Audrina Patridge,Tony Dovolani,TV Personality,0.1191456787648602,6,-2.733617033138199,0.5153963127835001,6
11,Brandy,Maksim Chmerkoskiy,Singer/Rapper,0.15571542180078643,9,-2.363197111569948,0.4011906157099125,9
11,Bristol Palin,Mark Ballas,TV Personality,0.14632941020599977,10,-2.0253952115185077,0.37882334408197427,10
11,David Hasselhoff,Kym Johnson,Actor/Actress,0.066079295154185,1,-3.7075413744722874,1.175242181658616,1
11,Florence Henderson,Corky Ballas,Actor/Actress,0.09378314418668458,5,-2.853945285509054,0.5625260122535514,5
11,Jennifer Grey,Derek Hough,Actor/Actress,0.1771564593352613,10,-2.061067325914478,0.39249830828365173,10
11,Kurt Warner,Anna Trebunskaya,Athlete,0.12061418931402328,8,-2.4830420361824497,0.43912985930070236,8
11,Kyle Massey,Lacey Schwimmer,Actor/Actress,0.16271856307473426,10,-2.0810078340913742,0.38979432746499165,10
11,Margaret Cho,Louis van Amstel,Comedian,0.07632507425199826,3,-3.0901392182639946,0.7280450035986386,3
11,Michael Bolton,Chelsie Hightower,Singer/Rapper,0.062391612015866946,2,-3.264284281355322,0.8458840041174823,2
11,Rick Fox,Cheryl Burke,Athlete,0.1216769343774055,7,-2.6169328657876316,0.46471795131790616,7
11,The Situation,Karina Smirnoff,TV Personality,0.07905932175361105,4,-2.8704787764197106,0.5840370565142275,4
12,Chelsea Kane,Mark Ballas,Actor/Actress,0.17396818438865874,10,-2.0567796123749926,0.3920710004594731,10
12,Chris Jericho,Cheryl Burke,Athlete,0.11071551473871993,6,-2.713908384484657,0.49958945763892126,6
12,Hines Ward,Kym Johnson,Athlete,0.17130602381203966,10,-2.064567218010272,0.3994674945799175,10
12,Kendra Wilkinson,Louis van Amstel,TV Personality,0.11198134646646019,7,-2.615539247723423,0.47575114115780476,7
12,Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,0.15850267869054852,10,-2.0105927566088013,0.38960406054378344,10
12,Mike Catherwood,Lacey Schwimmer,Radio Personality,0.07075281803542671,2,-3.2600396893720256,0.8379722547900547,2
12,Petra Nemcova,Dmitry Chaplin,Model,0.10243296645431381,5,-2.856481389775157,0.5543922022078436,5
12,Ralph Macchio,Karina Smirnoff,Actor/Actress,0.13729271332095105,9,-2.366877402636505,0.3925325791891453,9
12,Romeo,Chelsie Hightower,Singer/Rapper,0.13151308977541792,8,-2.4716033611650428,0.41774399349545116,8
12,Sugar Ray Leonard,Anna Trebunskaya,Athlete,0.08905724976662177,4,-2.9884398387624445,0.6525863707526329,4
12,Wendy Williams,Tony Dovolani,TV Personality,0.07214333729639157,3,-3.0892093338624367,0.6874347675320626,3
13,Carson Kressley,Anna Trebunskaya,TV Personality,0.09057250516155443,5,-2.7919196690645656,0.5272999583626616,5
13,Chaz Bono,Lacey Schwimmer,TV Personality,0.09286033210906526,6,-2.670369693708698,0.49296265330720895,6
13,Chynna Phillips,Tony Dovolani,Singer/Rapper,0.10143400057910973,4,-2.95080295907672,0.6038642577788306,4
13,David Arquette,Kym Johnson,Actor/Actress,0.11527470911506832,7,-2.6034334956488876,0.4609865096730182,7
13,Elisabetta Canalis,Valentin Chmerkovskiy,Actor/Actress,0.08164741377528875,2,-3.2663520178146026,0.8383148119830808,2
13,Hope Solo,Maksim Chmerkoskiy,Athlete,0.13604297250086403,9,-2.3491819786493284,0.41419702412530157,9
13,J.R. Martinez,Karina Smirnoff,Actor/Actress,0.17228823305570423,10,-2.088453421138094,0.3989742800696125,10
13,Kristin Cavallari,Mark Ballas,TV Personality,0.09582604499720843,3,-3.100119569397249,0.7046770739100943,3
13,Metta World Peace (Ron),Peta Murgatroyd,Athlete,0.064516129032258,1,-3.9070808751499255,1.4096414405300648,1
13,Nancy Grace,Tristan MacManus,TV Personality,0.11733044931434669,8,-2.4735932042741346,0.42298262139581677,8
13,Ricki Lake,Derek Hough,Actor/Actress,0.17460649887765323,10,-2.0924480062147737,0.4027717120414921,10
13,Rob Kardashian,Cheryl Burke,TV Personality,0.16300497574853304,10,-2.0238124948741616,0.3859513900105797,10
14,Donald Driver,Peta Murgatroyd,Athlete,0.15205779859660234,10,-2.176149615728721,0.3944142148073355,10
14,Gavin DeGraw,Karina Smirnoff,Singer/Rapper,0.08427782984197214,5,-2.9501685965210354,0.5510265257785603,5
14,Gladys Knight,Tristan MacManus,Singer/Rapper,0.08643435749142347,6,-2.834220096148663,0.5068610342711715,6
14,Jack Wagner,Anna Trebunskaya,Actor/Actress,0.08298879513253733,3,-3.172193365714693,0.7269036914186819,3
14,Jaleel White,Kym Johnson,Actor/Actress,0.10732927135350824,7,-2.767104074390125,0.44144476179150016,7
14,Katherine Jenkins,Mark Ballas,Singer/Rapper,0.1574787731602889,10,-2.176368431849014,0.41342996549982614,10
14,Maria Menounos,Derek Hough,TV Personality,0.13216227203192116,9,-2.499136480637221,0.396512735802385,9
14,Martina Navratilova,Tony Dovolani,Athlete,0.0686355500481894,2,-3.3202863635482545,0.8851433217343794,2
14,Melissa Gilbert,Maksim Chmerkoskiy,Actor/Actress,0.10282706076596479,8,-2.613142102556474,0.42675520074561163,8
14,Roshon Fegan,Chelsie Hightower,Actor/Actress,0.11503180411701949,8,-2.639221761161805,0.43206508725877446,8
14,Sherri Sheperd,Valentin Chmerkovskiy,Actor/Actress,0.08663252125008425,4,-3.0326540134522784,0.633939138370002,4
14,William Levy,Cheryl Burke,Actor/Actress,0.1548235150952632,10,-2.176124096734514,0.39978212896648946,10
15,Apolo Anton Ohno,Karina Smirnoff,Athlete,0.12371348609950188,9,-2.5170517030273225,0.4052254180091148,9
15,Bristol Palin,Mark Ballas,TV Personality,0.07905262310336747,4,-2.951209717140086,0.588992871078154,4
15,Drew Lachey,Anna Trebunskaya,Singer/Rapper,0.0818701199116184,3,-3.1940194002907325,0.7382523188555253,3
15,Emmitt Smith,Cheryl Burke,Athlete,0.12168099313699418,9,-2.5328224706216775,0.4112970985361193,9
15,Gilles Marini,Peta Murgatroyd,Actor/Actress,0.11598974485832388,8,-2.6547563723005245,0.42728704076795304,8
15,Helio Castroneves,Chelsie Hightower,Racing Driver,0.08427254579699706,3,-3.167289913158527,0.717894860888311,3
15,Joey Fatone,Kym Johnson,Singer/Rapper,0.0778313939775139,2,-3.325692859128333,0.8268898044691014,2
15,Kelly Monaco,Valentin Chmerkovskiy,Actor/Actress,0.1422899638772,10,-2.227104352118883,0.3916041272689137,10
15,Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,0.10098787047989033,8,-2.6614137380800074,0.4362228918273512,8
15,Melissa Rycroft,Tony Dovolani,TV Personality,0.14824047359572473,10,-2.186145694174715,0.3995672258669845,10
15,Pamela Anderson,Tristan MacManus,Model,0.0614828209764918,1,-3.8303534382058975,1.2610104156581678,1
15,Sabrina Bryan,Louis van Amstel,Actor/Actress,0.1070126095978427,6,-2.8002001327182047,0.49197189193082663,6
15,Shawn Johnson,Derek Hough,Athlete,0.14764646333786785,10,-2.1421024103036546,0.3848365935628301,10
16,Alexandra Raisman,Mark Ballas,Athlete,0.14770808632004723,10,-2.4606539268865033,0.3962478160341776,10
16,Andy Dick,Sharna Burgess,Comedian,0.0884461368187417,7,-2.772330001064915,0.4677092020420723,7
16,D. L. Hughley,Cheryl Burke,Comedian,0.07318702828065766,5,-2.9499553183789304,0.547202590033409,5
16,Dorothy Hamill,Tristan MacManus,Athlete,0.07658923330231221,2,-3.358738064808213,0.8924816644902688,2
16,Ingo Rademacher,Kym Johnson,Actor/Actress,0.11721108137740871,9,-2.5477203831619977,0.4010299114446543,9
16,Jacoby Jones,Karina Smirnoff,Athlete,0.14056214910919615,10,-2.232805218226332,0.37990292436286394,10
16,Kellie Pickler,Derek Hough,Singer/Rapper,0.14896795040116628,10,-2.228243975187287,0.38915339151134487,10
16,Lisa Vanderpump,Gleb Savchenko,TV Personality,0.08052302724517522,4,-3.0272668211969336,0.6102951522686298,4
16,Sean Lowe,Peta Murgatroyd,TV Personality,0.10573945988403778,8,-2.638906617255977,0.4344761452384253,8
16,Victor Ortiz,Lindsay Arnold,Athlete,0.08953033773671341,6,-2.8600247291037455,0.5022220388836168,6
16,Wynonna Judd,Tony Dovolani,Singer/Rapper,0.07206766925709619,3,-3.1510964535123303,0.6931309281145029,3
16,Zendaya,Valentin Chmerkovskiy,Actor/Actress,0.15130890213155443,10,-2.2240221188939557,0.3756758769424982,10
17,Amber Riley,Derek Hough,Actor/Actress,0.1448355959808767,11,-2.259777886836613,0.3637380335700495,11
17,Bill Engvall,Emma Slater,Comedian,0.11848593090574168,11,-2.372610756162878,0.3681393255061154,11
17,Bill Nye,Tyne Stecklein,TV Personality,0.0604474574917686,3,-3.131910651918601,0.7503618862927128,3
17,Brant Daugherty,Peta Murgatroyd,Actor/Actress,0.11066000010373844,8,-2.75169509811906,0.4332469917164632,8
17,Christina Milian,Mark Ballas,Singer/Rapper,0.10045960113495264,5,-2.9355859959253223,0.5431702974734713,5
17,Corbin Bleu,Karina Smirnoff,Actor/Actress,0.14457757433326804,11,-2.277682313685544,0.3779261127510976,11
17,Elizabeth Berkley Lauren,Valentin Chmerkovskiy,Actor/Actress,0.11986072807932596,9,-2.6585000891336112,0.41398646012238316,9
17,Jack Osbourne,Cheryl Burke,TV Personality,0.13664833618451575,11,-2.2224060472133247,0.37185538830022563,11
17,Keyshawn Johnson,Sharna Burgess,Athlete,0.0670377114661654,2,-3.3665457647314065,0.8993427492315813,2
17,Leah Remini,Tony Dovolani,Actor/Actress,0.12050844297851764,10,-2.553264749585545,0.3823159977858128,10
17,"Nicole ""Snooki"" Polizzi",Sasha Farber,TV Personality,0.10442815965482298,7,-2.786431088283416,0.4799919030401809,7
17,Valerie Harper,Tristan MacManus,Actor/Actress,0.07303857163909865,4,-3.050877434410893,0.6144622691811719,4
18,Amy Purdy,Derek Hough,Athlete,0.14579779825135888,10,-2.184389497275512,0.3846751630195334,10
18,Billy Dee Williams,Emma Slater,Actor/Actress,0.059363659116506,2,-3.264054734651171,0.8685968840558188,2
18,Candace Cameron Bure,Mark Ballas,Actor/Actress,0.1321587974778082,10,-2.1447720953848286,0.38420785823922116,10
18,Charlie White,Sharna Burgess,Athlete,0.1323562035502391,9,-2.536808577194037,0.41774749076482365,9
18,Cody Simpson,Witney Carson,Singer/Rapper,0.09932815189800698,5,-2.8938686345749396,0.5560962338461264,5
18,Danica McKellar,Valentin Chmerkovskiy,Actor/Actress,0.12158438923199372,8,-2.597591657137783,0.44197013363494664,8
18,Diana Nyad,Henry Byalikov,Athlete,0.0687022900763358,1,-3.7951189745043865,1.1174581596498534,1
18,Drew Carey,Cheryl Burke,Comedian,0.0957040130315769,6,-2.761035548763836,0.4982264609398502,6
18,James Maslow,Peta Murgatroyd,Actor/Actress,0.1414041911495021,10,-2.3443551008155668,0.3851816217300047,10
18,Meryl Davis,Maksim Chmerkoskiy,Athlete,0.14889171764808432,10,-2.2430923796933917,0.3940402149486025,10
18,NeNe Leakes,Tony Dovolani,TV Personality,0.10469973018606135,7,-2.703739849328406,0.4759058813969447,7
18,Sean Avery,Karina Smirnoff,Athlete,0.0812007258165436,2,-3.211539173288647,0.8371761665794936,2
